"ID","Species","Owner","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner.1","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Expiration","Certification.Body","unit_of_measurement","altitude_low_meters","altitude_high_meters"
1157,"Arabica","montegrande","Mexico","finca monte grande","NULL","cafe montegrande","1100","tuxtla gutierrez","ALFREDO MOISES CEJA","36","1 kg","AMECAFE","2012","June 6th, 2012","MONTEGRANDE","Typica","Washed / Wet","7.25","6.83","6.92","7.08","7.25","7.08","10","10","10","7.33","79.75","0.12","0","0","NULL","7","June 6th, 2013","AMECAFE","m","1100","1100"
1158,"Arabica","juan luis alvarado romero","Guatemala","la esmeralda","beneficio ixchel","unex guatemala, s.a.","4000","oriente","JESUS RAMIREZ","25","69 kg","Asociacion Nacional Del CafÃ©","2016","June 22nd, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.42","7.42","7.25","7.58","7.42","7.33","9.33","9.33","9.33","7.25","79.67","0.1","0","2","Green","1","June 22nd, 2018","Asociacion Nacional Del CafÃ©","ft","1219.2","1219.2"
1159,"Arabica","consejo salvadoreÃ±o del cafÃ©","El Salvador","la montaÃ±a","sociedad cooperativa de cafetaleros de ciudad barrios de r.l.","consejo salvadoreÃ±o del cafÃ©","1250","cacahuatique","Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.","275","69 kg","Salvadoran Coffee Council","2016","March 23rd, 2017","Consejo SalvadoreÃ±o del CafÃ©","Bourbon","Washed / Wet","7.25","7.08","7","6.83","7.33","7.17","10","10","10","7","79.67","0","0","0","Bluish-Green","12","March 23rd, 2018","Salvadoran Coffee Council","m","1250","1250"
1160,"Arabica","doi tung development project","Thailand","NULL","doi tung development project","doi tung development project","800++","thailand","Doi Tung Development Project","1","1 kg","Specialty Coffee Association","2013","June 16th, 2014","Doi Tung Development Project","NULL","Washed / Wet","6.92","7.17","6.83","7.42","7.17","7.08","10","10","10","7.08","79.67","0.12","0","0","Blue-Green","0","June 16th, 2015","Specialty Coffee Association","m","800","800"
1161,"Arabica","juan luis alvarado romero","Guatemala","la castellana","beneficio ixchel","unex guatemala, s.a.","4300","oriente","AGRIPEC DE LA VEGA Y CIA.","250","69 kg","Asociacion Nacional Del CafÃ©","2013","June 27th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.5","7","6.83","7.08","7.08","7.17","10","10","10","7","79.67","0.11","0","0","Green","6","June 27th, 2014","Asociacion Nacional Del CafÃ©","ft","1310.64","1310.64"
1162,"Arabica","fredy gordillo reyes","Mexico","union ramal santa cruz","union ramal santa cruz","union ramal santa cruz spr de ri","1400","la concordia, chiapas","UNION RAMAL SANTA CRUZ","310","1 kg","AMECAFE","2013","March 29th, 2013","FREDY GORDILLO REYES","Typica","Washed / Wet","7.42","7.25","6.83","7.58","7.17","6.58","10","10","10","6.83","79.67","0.12","0","0","Green","6","March 29th, 2014","AMECAFE","m","1400","1400"
1163,"Arabica","saul m. hernandez ramirez","Mexico","el encinal","en el progreso","NULL","975","tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO","10","1 kg","AMECAFE","2012","September 27th, 2012","SAUL M. HERNANDEZ RAMIREZ","Caturra","Washed / Wet","7.33","7.17","7","6.75","7.08","7","10","10","10","7.33","79.67","0.13","5","0","None","6","September 27th, 2013","AMECAFE","m","975","975"
1164,"Arabica","alfredo bojalil","Mexico","consolapa","NULL","ecomtrading","1264","coatepec, coatepec","CECILIA AVILA CAMBEROS","253","1 kg","AMECAFE","2012","June 4th, 2012","ALFREDO BOJALIL","Mundo Novo","Washed / Wet","6.92","7.17","7.17","7.17","7.08","7.08","10","10","10","7.08","79.67","0","0","0","NULL","9","June 4th, 2013","AMECAFE","m","1264","1264"
1165,"Arabica","doi tung development project","Thailand","doi tung development project","NULL","NULL","NULL","NULL","Doi Tung Development Project","5","1 lbs","Specialty Coffee Association","NULL","April 9th, 2010","Doi Tung Development Project","Peaberry","NULL","7.17","7.17","7","7","7.25","6.92","10","10","10","7.17","79.67","0","1","0","NULL","0","April 9th, 2011","Specialty Coffee Association","m","NULL","NULL"
1166,"Arabica","obed rendon ponce","Mexico","tepetzingo","monte blanco","cafetera el grande s.a. de c.v.","1250","tepetzingo","ROGELIO JACOME MORALES","50","1 kg","AMECAFE","2012","September 17th, 2012","OBED RENDON PONCE","Typica","Washed / Wet","7.08","7","6.92","7.33","7.25","7.08","10","10","10","6.92","79.58","0.12","0","0","None","11","September 17th, 2013","AMECAFE","m","1250","1250"
1167,"Arabica","armando luis pohlenz martinez","Mexico","NULL","finca custepec","beneficio custepec s.a. de c.v.","1550","la concordia","ARMANDO LUIS POHLENZ MARTINEZ","250","1 kg","AMECAFE","2012","August 30th, 2012","ARMANDO LUIS POHLENZ MARTINEZ","Caturra","Washed / Wet","7.25","6.92","6.92","7.33","7.25","7","10","10","10","6.92","79.58","0.13","0","0","Green","5","August 30th, 2013","AMECAFE","m","1550","1550"
1168,"Arabica","exportadora de cafe condor s.a","Colombia","NULL","trilladora bonanza - armenia quindioa","NULL","1800 msnm","huila","NULL","250","70 kg","AlmacafÃ©","4T/10","February 9th, 2011","Exportadora de Cafe Condor S.A","NULL","NULL","7.25","7.17","7","6.75","7.17","7.33","10","10","10","6.92","79.58","0.1","0","0","NULL","4","February 9th, 2012","AlmacafÃ©","m","1800","1800"
1169,"Arabica","carl walker","Guatemala","la igualdad","concepcion","NULL","3500 - 5200 feet","chuva, san marcos","Federico Weller","223","69 kg","Specialty Coffee Association","2009/2010","January 13th, 2011","Carl Walker","NULL","NULL","7.08","7","6.83","7.33","7.25","7","10","10","10","7.08","79.58","0.17","1","0","NULL","19","January 13th, 2012","Specialty Coffee Association","ft","1066.8","1584.96"
1170,"Arabica","cooperativa el gorrion r.l","Nicaragua","las nubes","NULL","cooperativa el gorrion r.l","1050","jinotega","Cooperativa de Servicio MÃºltiples el GorriÃ³n R.L","275","69 kg","AsociaciÃ³n de CafÃ©s Especiales de Nicaragua","2015","July 6th, 2015","COOPERATIVA EL GORRION R.L","Caturra","Natural / Dry","6.92","6.92","7","7.42","7.25","7","10","10","10","7","79.5","0.12","0","0","Green","6","July 5th, 2016","AsociaciÃ³n de CafÃ©s Especiales de Nicaragua","m","1050","1050"
1171,"Arabica","cqi taiwan icp cqi??????","Taiwan","su-zhen huang ???","??????","blossom valley????","700m??","nantou","???","10","2 kg","Blossom Valley International","2014","May 23rd, 2015","CQI Taiwan ICP CQI??????","Typica","Natural / Dry","6.92","7","7.17","7","7.42","7","10","10","10","7","79.5","0","0","0","NULL","1","May 22nd, 2016","Blossom Valley International","m","700","700"
1172,"Arabica","exportadora de cafe condor s.a","Colombia","NULL","trilladora boananza","exportadora de cafe condor s.a","1550 msnm","cundinamarca","NULL","250","70 kg","AlmacafÃ©","2013","June 21st, 2013","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet","7.83","7.5","7.42","7.42","7.67","7.5","10","6.67","10","7.5","79.5","0","0","0","Green","2","June 21st, 2014","AlmacafÃ©","m","1550","1550"
1173,"Arabica","armando luis pohlenz martinez","Mexico","NULL","finca custepec","beneficio custepec s.a. de c.v.","1550","la concordia","ARMANDO LUIS POHLENZ MARTINEZ","250","1 kg","AMECAFE","2012","August 1st, 2012","ARMANDO LUIS POHLENZ MARTINEZ","Caturra","Washed / Wet","7.25","7.08","6.92","7.25","7.58","7.08","9.33","10","10","7","79.5","0.12","1","0","Green","20","August 1st, 2013","AMECAFE","m","1550","1550"
1174,"Arabica","mario jose fernandez","Mexico","casa blanca","NULL","NULL","1100","coatepec, coatepec","MARIA DE LA LUZ SANCHEZ TODD","127","1 kg","AMECAFE","2012","July 11th, 2012","MARIO JOSE FERNANDEZ","Typica","Washed / Wet","7.25","7.33","7","7.25","7.17","7.17","9.33","10","10","7","79.5","0.12","0","0","Bluish-Green","5","July 11th, 2013","AMECAFE","m","1100","1100"
1175,"Arabica","juan luis alvarado romero","Guatemala","el papaturro","beneficio ixchel","unex guatemala, s.a.","4000 p.s.n.m.","oriente","AMILCAR LAPOLA","250","69 kg","Asociacion Nacional Del CafÃ©","2013","May 13th, 2014","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.08","7.33","7.25","7.58","7.33","7.42","9.33","9.33","9.33","7.42","79.42","0.1","0","0","Green","2","May 13th, 2015","Asociacion Nacional Del CafÃ©","ft","1219.2","1219.2"
1176,"Arabica","juan luis alvarado romero","Guatemala","various","las americas","outspan guatemala s.a.","4000 p.s.n.m.","oriente","VARIOS","275","69 kg","Asociacion Nacional Del CafÃ©","2014","March 31st, 2014","Juan Luis Alvarado Romero","Other","Washed / Wet","7.25","7.33","6.83","7","7","7.17","10","10","10","6.83","79.42","0.1","1","0","Green","4","March 31st, 2015","Asociacion Nacional Del CafÃ©","ft","1219.2","1219.2"
1177,"Arabica","adriana torres rico quevedo","Mexico","cre-leg l-4","cre-leg beneficio","cafessisimo compaÃ±ia s.a. de c.v.","800","xicotepec de juarez","ADRIANA TORRES RICO QUEVEDO","10","1 kg","AMECAFE","2012","September 11th, 2012","ADRIANA TORRES RICO QUEVEDO","Typica","Washed / Wet","7","6.83","6.83","7.42","7.33","7.17","10","10","10","6.83","79.42","0.13","0","0","Green","30","September 11th, 2013","AMECAFE","m","800","800"
1178,"Arabica","rre kunene","Cote d?Ivoire","cnra station of divo","cnra station of divo","royal 1750 coffee","200","cnra station of divo","CNRA","2","1 kg","Specialty Coffee Association","2016","June 6th, 2017","Rre Kunene","NULL","Washed / Wet","7.42","7.25","6.83","7","7.33","7.08","9.33","10","10","7.08","79.33","0.13","1","0","Bluish-Green","2","June 6th, 2018","Specialty Coffee Association","m","200","200"
1179,"Arabica","the coffee source inc.","Colombia","several","spot","the coffee source inc.","1200","pereira","Spot","250","3 lbs","Specialty Coffee Association","2013","January 8th, 2014","The Coffee Source Inc.","Caturra","Washed / Wet","7.42","7.25","6.75","7.25","7.42","7.25","9.33","9.33","10","7.33","79.33","0","0","0","Green","3","January 8th, 2015","Specialty Coffee Association","m","1200","1200"
1180,"Arabica","eric jesus cordoba arroyo","Mexico","el encanto","el olvido, zentla, veracruz","NULL","950","zentla","ERIC JESUS CORDOBA ARROYO","30","1 kg","AMECAFE","2012","September 17th, 2012","ERIC JESUS CORDOBA ARROYO","Typica","Washed / Wet","7","7","6.83","7.33","7.42","6.92","10","10","10","6.83","79.33","0.14","0","0","None","23","September 17th, 2013","AMECAFE","m","950","950"
1181,"Arabica","eric jesus cordoba arroyo","Mexico","la gloria","el olvido, zentla, veracruz","NULL","750","zentla","ANTONIO CORDOBA MURILLO","50","1 kg","AMECAFE","2012","September 10th, 2012","ERIC JESUS CORDOBA ARROYO","Typica","Washed / Wet","7.42","7.17","7.08","7.17","7.08","7.08","9.33","10","10","7","79.33","0.14","0","0","Green","19","September 10th, 2013","AMECAFE","m","750","750"
1182,"Arabica","juan luis alvarado romero","Guatemala","conquista / morito","beneficio ixchel","unex guatemala, s.a.","NULL","oriente","Conquista/ Morito","250","1 kg","Asociacion Nacional Del CafÃ©","2012","January 13th, 2012","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.17","6.5","6.33","7.25","7.58","7.33","10","10","10","7.17","79.33","0.11","0","0","Green","6","January 12th, 2013","Asociacion Nacional Del CafÃ©","m","NULL","NULL"
1183,"Arabica","lin, che-hao krude ???","Taiwan","baishencun coffee farm???????","baishengcun coffee ???????","red on tree co., ltd.","850","natou county","WU SHU YI ???","50","20 kg","Specialty Coffee Association","2014","November 7th, 2014","Lin, Che-Hao Krude ???","Typica","Washed / Wet","7.08","6.83","6.83","7.25","7.42","7.08","10","10","10","6.75","79.25","0.11","0","0","Blue-Green","0","November 7th, 2015","Specialty Coffee Association","m","850","850"
1184,"Arabica","marco virgilio ramirez teliz","Mexico","el aguacate","cafes de naranjal s.a. de c.v.","cafes de naranjal s.a. de c.v","1000","veracruz","MARCO VIRGILIO RAMIREZ TELIZ","12","1 kg","AMECAFE","2012","September 10th, 2012","MARCO VIRGILIO RAMIREZ TELIZ","Bourbon","Washed / Wet","7","7","6.92","7.17","7.17","7.08","10","10","10","6.92","79.25","0.13","0","0","Green","10","September 10th, 2013","AMECAFE","m","1000","1000"
1185,"Arabica","juan luis alvarado romero","Guatemala","las delicias","beneficio ixchel","unex guatemala, s.a.","4000","santa rosa","OTTO BECKER","50","69 kg","Asociacion Nacional Del CafÃ©","2017","August 22nd, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.33","7.42","7.33","7.42","7.5","7.42","8.67","9.33","9.33","7.42","79.17","0.1","0","0","Green","0","August 22nd, 2018","Asociacion Nacional Del CafÃ©","ft","1219.2","1219.2"
1186,"Arabica","janny marlith torres","Honduras","la bendicion","dry in solar beds","coffee planet corporation s.a","1650","ocotepeque","Jorge Alfredo Pinto","15","69 kg","Instituto HondureÃ±o del CafÃ©","2017","July 27th, 2017","Janny Marlith Torres","Catuai","Washed / Wet","7.58","7","6.75","6.92","7","6.92","10","10","10","7","79.17","0.11","0","0","Green","5","July 27th, 2018","Instituto HondureÃ±o del CafÃ©","m","1650","1650"
1187,"Arabica","juan luis alvarado romero","Guatemala","chapultepec","beneficio ixchel","unex guatemala, s.a.","1320","occidente","CHAPULTEPEC","250","69 kg","Asociacion Nacional Del CafÃ©","2016","May 23rd, 2016","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.08","7","6.92","7.42","7","6.92","10","10","10","6.83","79.17","0.11","0","8","Green","6","May 23rd, 2017","Asociacion Nacional Del CafÃ©","m","1320","1320"
1188,"Arabica","juan luis alvarado romero","Guatemala","el chile","la conquista","mercon guatemala s.a.","1300 a 1800 metros sobre el nivel del mar","nuevo oriente","OVIDIO CARDONA","275","69 kg","Asociacion Nacional Del CafÃ©","2015","June 30th, 2015","Juan Luis Alvarado Romero","Catuai","Washed / Wet","7.25","7.17","6.75","7.25","7","6.92","10","10","10","6.83","79.17","0.11","0","0","Green","6","June 29th, 2016","Asociacion Nacional Del CafÃ©","m","1300","1800"
1189,"Arabica","brent hall","Costa Rica","NULL","NULL","s&d coffee and tea","NULL","san rafael","NULL","1","2 kg","Specialty Coffee Association","2012","December 10th, 2013","Brent Hall","Catuai","Washed / Wet","7.17","7.42","7.5","8","7.25","7.83","10","10","6.67","7.33","79.17","0.1","5","0","None","20","December 10th, 2014","Specialty Coffee Association","m","NULL","NULL"
1190,"Arabica","israel eduardo paz garcia","Mexico","la tejeria","la tejeria","cafeorganico.mx","1550","zaragoza itundujia","HILARIO GARCÃA SANDOVAL","10","1 kg","AMECAFE","2012","September 13th, 2012","ISRAEL EDUARDO PAZ GARCIA","Typica","Washed / Wet","7.25","7.08","6.92","7.08","7.17","7.17","9.33","10","10","7.17","79.17","0.14","0","0","None","8","September 13th, 2013","AMECAFE","m","1550","1550"
1191,"Arabica","julio cesar robles flores","Mexico","el delirio","yajalon, chiapas","NULL","1450","yajalon","SOCIEADAD COOPERATIVA INDUSTRIAL CAFES YAJALON S. C. L.","53","1 kg","AMECAFE","2012","August 30th, 2012","JULIO CESAR ROBLES FLORES","Typica","Washed / Wet","7.17","6.92","6.92","7.08","7.17","7","10","10","10","6.92","79.17","0.14","0","0","Green","34","August 30th, 2013","AMECAFE","m","1450","1450"
1192,"Arabica","masamichi hiroike","Mexico","various","various smallholders' wet mills","NULL","1200 m","pluma hidalogo, oaxaca","Various smallholders","250","6","Specialty Coffee Association","08/09 crop","April 9th, 2010","Masamichi Hiroike","Typica","NULL","6.75","6.75","6.83","7.25","7.58","7.08","10","10","10","6.92","79.17","0.01","0","0","NULL","8","April 9th, 2011","Specialty Coffee Association","m","1200","1200"
1193,"Arabica","juan luis alvarado romero","Guatemala","las merceditas","beneficio ixchel","unex guatemala, s.a.","1700","san marcos","ANGEL DE LEON","50","69 kg","Asociacion Nacional Del CafÃ©","2017","August 23rd, 2017","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.58","7.67","7.42","7.42","7.67","7.67","8.67","8.67","8.67","7.67","79.08","0.1","0","0","Green","1","August 23rd, 2018","Asociacion Nacional Del CafÃ©","m","1700","1700"
1194,"Arabica","german negron","United States (Puerto Rico)","hacienda caracolillo","hacienda alto grande","hacienda alto grande, llc.","2800 ft","yauco region","Hacienda Alto Grande","18","5 lbs","Specialty Coffee Association","2013","June 9th, 2014","German Negron","Other","Washed / Wet","7.42","7.08","6.75","7.33","7.33","6.92","10","9.33","10","6.92","79.08","0.13","0","0","Green","0","June 9th, 2015","Specialty Coffee Association","ft","853.44","853.44"
1195,"Arabica","israel eduardo paz garcia","Mexico","huanacaxtle","zaragoza itundujia, oaxaca","cafeorganico.mx","1500","zaragoza itundujia","GUADALUPE HERAS HERNANDEZ","13","1 kg","AMECAFE","2012","September 13th, 2012","ISRAEL EDUARDO PAZ GARCIA","Typica","Washed / Wet","7.33","7","6.92","7.25","7.33","7.08","9.33","10","10","6.83","79.08","0.16","0","0","None","2","September 13th, 2013","AMECAFE","m","1500","1500"
1196,"Arabica","juana rodriguez gutierrez","Mexico","las palmas","palo blanco, tlacuilotepec, puebla","productores e industrializadores de cafÃ© orgÃ¡nico la fe s.c. de r.l.","1100","tlacuilotepec","JUANA RODRIGUEZ GUTIERREZ","10","1 kg","AMECAFE","2012","September 12th, 2012","JUANA RODRIGUEZ GUTIERREZ","Mundo Novo","Washed / Wet","7.25","7.08","6.75","7.33","7.42","7","9.33","10","10","6.92","79.08","0.11","0","0","Green","45","September 12th, 2013","AMECAFE","m","1100","1100"
1197,"Arabica","balbino ramirez flores","Mexico","el desmoronado","el desmoronado","NULL","1200","talpa de allende","BALBINO RAMIREZ FLORES","10","1 kg","AMECAFE","2012","July 3rd, 2012","BALBINO RAMIREZ FLORES","Typica","Washed / Wet","7.17","7.25","7.25","7.17","7.25","7.08","9.33","9.33","10","7.25","79.08","0.1","0","0","Bluish-Green","0","July 3rd, 2013","AMECAFE","m","1200","1200"
1198,"Arabica","racafe & cia s.c.a","NULL","NULL","NULL","NULL","NULL","NULL","NULL","149","70 kg","AlmacafÃ©","NULL","March 1st, 2011","Racafe & Cia S.C.A","NULL","NULL","6.75","6.75","6.42","6.83","7.58","7.5","10","10","10","7.25","79.08","0.1","0","0","NULL","3","February 29th, 2012","AlmacafÃ©","m","NULL","NULL"
